ID	CHR	BP	P	tissue	BPcum	disease
GUK1	1	228327663	0.36382	Plasma	228327663	Gout
ADPRHL2	1	36554493	0.21997	Plasma	36554493	Gout
SH3BGRL3	1	26606577	0.00269	Plasma	26606577	Gout
CD46	1	207925399	0.82222	Plasma	207925399	Gout
RHOC	1	113243749	0.82569	Plasma	113243749	Gout
BPNT1	1	220230824	0.07852	Plasma	220230824	Gout
S100A16	1	153579362	0.56499	Plasma	153579362	Gout
PPCS	1	42921788	0.80944	Plasma	42921788	Gout
AKR7A3	1	19609067	0.89973	Plasma	19609067	Gout
LDLRAP1	1	25870097	0.4192	Plasma	25870097	Gout
GCLM	1	94350755	0.14563	Plasma	94350755	Gout
PSMB4	1	151372036	0.19905	Plasma	151372036	Gout
ITLN1	1	160846330	0.36858	Plasma	160846330	Gout
DNAJB4	1	78444859	0.27977	Plasma	78444859	Gout
GBP2	1	89571815	0.95181	Plasma	89571815	Gout
GSTM4	1	110198721	0.15937	Plasma	110198721	Gout
AMY2A	1	104160049	0.73311	Plasma	104160049	Gout
GLUL	1	182347233	0.36947	Plasma	182347233	Gout
TSTD1	1	161007421	0.37697	Plasma	161007421	Gout
UROD	1	45476622	0.74856	Plasma	45476622	Gout
TXNDC12	1	52485803	0.60144	Plasma	52485803	Gout
DDAH1	1	85784164	0.30969	Plasma	85784164	Gout
PARK7	1	8014351	0.75005	Plasma	8014351	Gout
APCS	1	159557616	0.86399	Plasma	159557616	Gout
ROR1	1	64239688	0.46666	Plasma	64239688	Gout
EFNA4	1	155036213	0.01338	Plasma	155036213	Gout
PLA2G2A	1	20301924	0.74682	Plasma	20301924	Gout
TIE1	1	43766653	0.02199	Plasma	43766653	Gout
TGFBR3	1	92145900	0.8675	Plasma	92145900	Gout
TNFRSF1B	1	12227048	0.33879	Plasma	12227048	Gout
CTSS	1	150702555	0.504	Plasma	150702555	Gout
NID1	1	236139130	0.53014	Plasma	236139130	Gout
PIGR	1	207101867	0.74354	Plasma	207101867	Gout
CD48	1	160648536	0.73195	Plasma	160648536	Gout
CD5L	1	157800701	0.466	Plasma	157800701	Gout
CNTN2	1	205012065	0.38781	Plasma	205012065	Gout
FCGR2A	1	161475220	0.02404	Plasma	161475220	Gout
FCGR2B	1	161632937	0.15551	Plasma	161632937	Gout
LRP8	1	53708036	0.23878	Plasma	53708036	Gout
LY9	1	160765864	0.39424	Plasma	160765864	Gout
CA6	1	9005926	0.37437	Plasma	9005926	Gout
ECM1	1	150480538	0.6443	Plasma	150480538	Gout
REN	1	204123947	0.21451	Plasma	204123947	Gout
BCAN	1	156611182	0.59965	Plasma	156611182	Gout
CHIT1	1	203181955	0.85684	Plasma	203181955	Gout
MAPKAPK2	1	206858250	0.02876	Plasma	206858250	Gout
PRDX1	1	45976586	0.04914	Plasma	45976586	Gout
PGD	1	10458649	0.75439	Plasma	10458649	Gout
AKR7A2	1	19630459	0.44222	Plasma	19630459	Gout
AKR1A1	1	46016215	0.40261	Plasma	46016215	Gout
CRP	1	159682079	0.01843	Plasma	159682079	Gout
FCRL3	1	157644111	0.06794	Plasma	157644111	Gout
SELL	1	169659806	0.73975	Plasma	169659806	Gout
EPHA2	1	16450832	0.52123	Plasma	16450832	Gout
F5	1	169481189	0.87449	Plasma	169481189	Gout
DPT	1	168664706	0.93256	Plasma	168664706	Gout
PRDX6	1	173446469	0.35062	Plasma	173446469	Gout
CD55	1	207494877	0.38979	Plasma	207494877	Gout
EPHA10	1	38179552	0.61513	Plasma	38179552	Gout
IL23R	1	67604590	0.23419	Plasma	67604590	Gout
SLAMF6	1	160454820	0.33564	Plasma	160454820	Gout
PCSK9	1	55505120	0.20969	Plasma	55505120	Gout
PPIE	1	40157854	0.32343	Plasma	40157854	Gout
SHC1	1	154934774	0.35104	Plasma	154934774	Gout
LEPR	1	65886335	0.06342	Plasma	65886335	Gout
FCN3	1	27695601	0.23096	Plasma	27695601	Gout
SLAMF7	1	160708847	0.05932	Plasma	160708847	Gout
GREM2	1	240652873	0.04598	Plasma	240652873	Gout
NTNG1	1	107682629	0.20725	Plasma	107682629	Gout
F13B	1	197007871	0.33181	Plasma	197007871	Gout
FCRL1	1	157764193	0.35099	Plasma	157764193	Gout
ACP6	1	147101453	0.05818	Plasma	147101453	Gout
MENT	1	151020227	0.48442	Plasma	151020227	Gout
S100A12	1	153346187	0.36264	Plasma	153346187	Gout
GUCA2B	1	42619081	0.76954	Plasma	42619081	Gout
FMOD	1	203309756	0.08775	Plasma	203309756	Gout
VWA1	1	1370241	0.9407	Plasma	1370241	Gout
CFHR4	1	196857144	0.93986	Plasma	196857144	Gout
FAIM3	1	207076662	0.9782	Plasma	207076662	Gout
FCRL6	1	159770301	0.54729	Plasma	159770301	Gout
IGSF8	1	160061130	0.08402	Plasma	160061130	Gout
NEGR1	1	71861626	0.69988	Plasma	71861626	Gout
H6PD	1	9294833	0.75643	Plasma	9294833	Gout
IFNLR1	1	24480658	0.58257	Plasma	24480658	Gout
FAM20B	1	178994939	0.75412	Plasma	178994939	Gout
NPPB	1	11917521	0.16268	Plasma	11917521	Gout
FAM151A	1	55074854	0.33403	Plasma	55074854	Gout
S100A7	1	153430220	0.58692	Plasma	153430220	Gout
EPHB2	1	23037332	0.7029	Plasma	23037332	Gout
PEAR1	1	156863490	0.15556	Plasma	156863490	Gout
PEX14	1	10532345	0.47225	Plasma	10532345	Gout
PTPRU	1	29563028	0.30875	Plasma	29563028	Gout
GPX7	1	53068043	0.34088	Plasma	53068043	Gout
TNFRSF1B	1	12227048	0.85192	Plasma	12227048	Gout
HDGF	1	156711901	0.07779	Plasma	156711901	Gout
FCRL4	1	157543537	0.56153	Plasma	157543537	Gout
MAN1A2	1	117910071	0.0329	Plasma	117910071	Gout
TAGLN2	1	159887897	0.60528	Plasma	159887897	Gout
PPT1	1	40538382	0.07364	Plasma	40538382	Gout
MFAP2	1	17300997	0.62606	Plasma	17300997	Gout
CREG1	1	167498354	0.73984	Plasma	167498354	Gout
C4BPA	1	207277578	0.84098	Plasma	207277578	Gout
LAMC2	1	183155373	0.94787	Plasma	183155373	Gout
B4GALT2	1	44444615	0.10188	Plasma	44444615	Gout
IGSF3	1	117117021	0.57182	Plasma	117117021	Gout
GSTM3	1	110276554	0.1023	Plasma	110276554	Gout
AGRN	1	955500	0.75201	Plasma	955500	Gout
CMPK1	1	47799462	0.79515	Plasma	47799462	Gout
AMPD2	1	110158726	0.58051	Plasma	110158726	Gout
CR1	1	207669492	0.54216	Plasma	207669492	Gout
FCGR3B	1	161592986	0.76775	Plasma	161592986	Gout
AGT	1	230826522	0.91505	Plasma	230826522	Gout
SELP	1	169558087	0.60531	Plasma	169558087	Gout
CFH	1	196621173	0.75413	Plasma	196621173	Gout
NFASC	1	204797779	0.90373	Plasma	204797779	Gout
AMY1A	1	104198382	0.66028	Plasma	104198382	Gout
SFTPB	2	85884437	0.925	Plasma	335115217	Gout
GALNT13	2	154728435	0.36	Plasma	403959215	Gout
PLA2R1	2	160788517	0.76	Plasma	410019297	Gout
COL6A3	2	238232646	0.301	Plasma	487463426	Gout
FABP1	2	88422501	0.949	Plasma	337653281	Gout
FKBP1B	2	24272571	0.428	Plasma	273503351	Gout
AGFG1	2	228336868	0.521	Plasma	477567648	Gout
HIBCH	2	191054461	0.468	Plasma	440285241	Gout
VPS24	2	86730553	0.424	Plasma	335961333	Gout
GCA	2	163175350	0.414	Plasma	412406130	Gout
DARS	2	136663451	0.65	Plasma	385894231	Gout
ACYP2	2	54197975	0.585	Plasma	303428755	Gout
REG1A	2	79347488	0.221	Plasma	328578268	Gout
PXDN	2	1635659	0.896	Plasma	250866439	Gout
NCK2	2	106361369	0.258	Plasma	355592149	Gout
INHBB	2	121103712	0.162	Plasma	370334492	Gout
FRZB	2	183698002	0.168	Plasma	432928782	Gout
LANCL1	2	211295973	0.352	Plasma	460526753	Gout
IL18R1	2	102927989	0.909	Plasma	352158769	Gout
IL1R2	2	102608422	0.784	Plasma	351839202	Gout
REG3A	2	79384129	0.767	Plasma	328614909	Gout
NRP2	2	206546714	0.262	Plasma	455777494	Gout
CD8A	2	87011733	0.24	Plasma	336242513	Gout
REG3G	2	79252812	0.546	Plasma	328483592	Gout
EPHA4	2	222282747	0.769	Plasma	471513527	Gout
LY75	2	160659866	0.991	Plasma	409890646	Gout
REG1B	2	79312149	0.199	Plasma	328542929	Gout
DBI	2	120124500	0.435	Plasma	369355280	Gout
UGT1A1	2	234668916	0.11	Plasma	483899696	Gout
TP53I3	2	24300303	0.437	Plasma	273531083	Gout
CNRIP1	2	68511303	0.21	Plasma	317742083	Gout
HSPC159	2	64681103	0.199	Plasma	313911883	Gout
IDH1	2	209100953	0.846	Plasma	458331733	Gout
SERPINE2	2	224839762	0.404	Plasma	474070542	Gout
STAMBP	2	74056043	0.351	Plasma	323286823	Gout
MATN3	2	20191813	0.0939	Plasma	269422593	Gout
DTYMK	2	242615162	0.649	Plasma	491845942	Gout
IHH	2	219919146	0.709	Plasma	469149926	Gout
PROC	2	128176003	0.608	Plasma	377406783	Gout
EDAR	2	109510927	0.629	Plasma	358741707	Gout
IL1R1	2	102681004	0.127	Plasma	351911784	Gout
IL1RL2	2	102803466	0.77	Plasma	352034246	Gout
GNLY	2	85912298	0.234	Plasma	335143078	Gout
FN1	2	216225163	0.37	Plasma	465455943	Gout
ACP1	2	264140	0.204	Plasma	249494920	Gout
NAGK	2	71291474	0.649	Plasma	320522254	Gout
IL1RL1	2	102927962	0.917	Plasma	352158742	Gout
COLEC11	2	3642422	0.409	Plasma	252873202	Gout
KYNU	2	143635226	0.95	Plasma	392866006	Gout
CAPG	2	85621876	0.0788	Plasma	334852656	Gout
TNFAIP6	2	152214106	0.914	Plasma	401444886	Gout
IL1RN	2	113864791	0.0000222	Plasma	363095571	Gout
HS6ST1	2	128994290	0.958	Plasma	378225070	Gout
VIT	2	36923833	0.0126	Plasma	286154613	Gout
GKN2	2	69172364	0.349	Plasma	318403144	Gout
PCYOX1	2	70484518	0.288	Plasma	319715298	Gout
ALPPL2	2	233271554	0.797	Plasma	482502334	Gout
ALPPL2	2	233271554	0.6	Plasma	482502334	Gout
ADAM23	2	207308256	0.364	Plasma	456539036	Gout
ALPP	2	233243434	0.572	Plasma	482474214	Gout
QPCT	2	37569970	0.69	Plasma	286800750	Gout
PLEK	2	68592414	0.91	Plasma	317823194	Gout
UGT1A6	2	234600253	0.253	Plasma	483831033	Gout
B3GNT2	2	62423250	0.307	Plasma	311654030	Gout
LMAN2L	2	97371666	0.275	Plasma	346602446	Gout
UXS1	2	106709764	0.844	Plasma	355940544	Gout
DNAJC10	2	183580982	0.542	Plasma	432811762	Gout
IGFBP2	2	217497551	0.149	Plasma	466728331	Gout
EFEMP1	2	56093102	0.731	Plasma	305323882	Gout
PKDCC	2	42275161	0.894	Plasma	291505941	Gout
GPC1	2	241375080	0.483	Plasma	490605860	Gout
FAM171B	2	187558787	0.621	Plasma	436789567	Gout
ERLEC1	2	54014181	0.973	Plasma	303244961	Gout
LCT	2	136545420	0.619	Plasma	385776200	Gout
FKBP7	2	179328391	0.514	Plasma	428559171	Gout
TRABD2A	2	85048774	0.818	Plasma	334279554	Gout
DNER	2	230222345	0.52	Plasma	479453125	Gout
DUSP28	2	241499471	0.0445	Plasma	490730251	Gout
ARHGAP25	2	68906733	0.697	Plasma	318137513	Gout
ANXA4	2	69871557	0.446	Plasma	319102337	Gout
SLITRK3	3	164904508	0.7931	Plasma	657166072	Gout
PROK2	3	71820806	0.4857	Plasma	564082370	Gout
ACAP2	3	194995474	0.2929	Plasma	687257038	Gout
CCDC50	3	191046874	0.6143	Plasma	683308438	Gout
NISCH	3	52489134	0.8834	Plasma	544750698	Gout
FAM3D	3	58619673	0.3557	Plasma	550881237	Gout
FSTL1	3	120111140	0.17	Plasma	612372704	Gout
IL5RA	3	3108008	0.604	Plasma	495369572	Gout
IL1RAP	3	190231840	0.234	Plasma	682493404	Gout
RAB6B	3	133543079	0.2974	Plasma	625804643	Gout
KNG1	3	186435137	0.4685	Plasma	678696701	Gout
CPB1	3	148508889	0.1365	Plasma	640770453	Gout
BCHE	3	165490692	0.1096	Plasma	657752256	Gout
BTD	3	15642848	0.2075	Plasma	507904412	Gout
FAIM	3	138327448	0.4411	Plasma	630589012	Gout
CDCP1	3	45123769	0.8543	Plasma	537385333	Gout
CADM2	3	85008140	0.082	Plasma	577269704	Gout
CHMP2B	3	87276421	0.2042	Plasma	579537985	Gout
EPHB1	3	134514102	0.8344	Plasma	626775666	Gout
ACAA1	3	38144620	0.4547	Plasma	530406184	Gout
PDCD6IP	3	33840063	0.2377	Plasma	526101627	Gout
CPOX	3	98298290	0.4328	Plasma	590559854	Gout
RTP4	3	187086173	0.5786	Plasma	679347737	Gout
ARF4	3	57557090	0.4715	Plasma	549818654	Gout
LRIG1	3	66429221	0.5048	Plasma	558690785	Gout
CLSTN2	3	139654027	0.4295	Plasma	631915591	Gout
RBP1	3	139236276	0.405	Plasma	631497840	Gout
PLXND1	3	129274057	0.5177	Plasma	621535621	Gout
KNG1	3	186435137	0.4387	Plasma	678696701	Gout
PROS1	3	93591895	0.6549	Plasma	585853459	Gout
LSAMP	3	115521210	0.5868	Plasma	607782774	Gout
CNTN4	3	2140497	0.0668	Plasma	494402061	Gout
ACY1	3	52017356	0.5129	Plasma	544278920	Gout
FETUB	3	186353758	0.6827	Plasma	678615322	Gout
IL17RD	3	57124010	0.621	Plasma	549385574	Gout
ADIPOQ	3	186560493	0.5331	Plasma	678822057	Gout
AHSG	3	186330849	0.2707	Plasma	678592413	Gout
BOC	3	112929850	0.5482	Plasma	605191414	Gout
ITIH4	3	52846978	0.5255	Plasma	545108542	Gout
HRG	3	186378005	0.8802	Plasma	678639569	Gout
CD86	3	121774209	0.0817	Plasma	614035773	Gout
ALCAM	3	105085753	0.6895	Plasma	597347317	Gout
PDIA5	3	122785872	0.2263	Plasma	615047436	Gout
SEMA3G	3	52467051	0.5416	Plasma	544728615	Gout
CLEC3B	3	45043040	0.9794	Plasma	537304604	Gout
ROBO1	3	78646389	0.7404	Plasma	570907953	Gout
TDGF1	3	46616024	0.1212	Plasma	538877588	Gout
PCOLCE2	3	142534764	0.9617	Plasma	634796328	Gout
POMGNT2	3	43120724	0.2343	Plasma	535382288	Gout
XXYLT1	3	194789013	0.1196	Plasma	687050577	Gout
CPN2	3	194060497	0.2817	Plasma	686322061	Gout
TIMP4	3	12194568	0.134	Plasma	504456132	Gout
POGLUT1	3	119187810	0.8636	Plasma	611449374	Gout
LRRC15	3	194075978	0.6061	Plasma	686337542	Gout
ST3GAL6	3	98451080	0.0733	Plasma	590712644	Gout
DNAJB11	3	186285192	0.6354	Plasma	678546756	Gout
ITIH3	3	52828784	0.2724	Plasma	545090348	Gout
CRELD1	3	9975477	0.7428	Plasma	502237041	Gout
KNG1	3	186435137	0.2914	Plasma	678696701	Gout
ITIH1	3	52811611	0.0495	Plasma	545073175	Gout
HYAL1	3	50337321	0.169	Plasma	542598885	Gout
GRAMD1C	3	113547029	0.7946	Plasma	605808593	Gout
RARRES1	3	158414681	0.2644	Plasma	650676245	Gout
GRAMD1C	3	113547029	0.6802	Plasma	605808593	Gout
CACNA2D3	3	54156574	0.799	Plasma	546418138	Gout
CHL1	3	238446	0.3644	Plasma	492500010	Gout
PLXNA1	3	126701536	0.3189	Plasma	618963100	Gout
MANF	3	51422722	0.5424	Plasma	543684286	Gout
CAMP	3	48264837	0.1572	Plasma	540526401	Gout
FHIT	3	59733003	0.0255	Plasma	551994567	Gout
TBC1D5	3	17198654	0.5223	Plasma	509460218	Gout
NLGN1	3	173114074	0.294	Plasma	665375638	Gout
CP	3	148880197	0.7156	Plasma	641141761	Gout
MST1	3	49721380	0.4782	Plasma	541982944	Gout
CD200R1	3	112640052	0.7125	Plasma	604901616	Gout
CD200	3	112051194	0.446	Plasma	604312758	Gout
HTN3	4	70894172	0.77131	Plasma	761002328	Gout
HHIP	4	145567308	0.03154	Plasma	835675464	Gout
QDPR	4	17461884	0.067367	Plasma	707570040	Gout
ADH5	4	99992129	0.32742	Plasma	790100285	Gout
ADH7	4	100333418	0.024509	Plasma	790441574	Gout
DAPP1	4	100737984	0.180182	Plasma	790846140	Gout
HPGDS	4	95219686	0.964784	Plasma	785327842	Gout
SPINK2	4	57676026	0.449712	Plasma	747784182	Gout
ARFIP1	4	153701089	0.214633	Plasma	843809245	Gout
FGFR3	4	1795020	0.655351	Plasma	691903176	Gout
LAP3	4	17578821	0.519448	Plasma	707686977	Gout
ANXA5	4	122589101	0.502684	Plasma	812697257	Gout
ADH1C	4	100257654	0.536587	Plasma	790365810	Gout
ENPEP	4	111286889	0.032557	Plasma	801395045	Gout
ANTXR2	4	80822300	0.230142	Plasma	770930456	Gout
ENPP6	4	185009859	0.864418	Plasma	875118015	Gout
GC	4	72607413	0.114206	Plasma	762715569	Gout
LAP3	4	17578821	0.491198	Plasma	707686977	Gout
TLR1	4	38792298	0.112945	Plasma	728900454	Gout
PDE5A	4	120415552	0.088264	Plasma	810523708	Gout
TLR3	4	186990309	0.811737	Plasma	877098465	Gout
BDH2	4	103998749	0.330063	Plasma	794106905	Gout
UBE2K	4	39699729	0.003907	Plasma	729807885	Gout
ADH1A	4	100197526	0.002094	Plasma	790305682	Gout
HADH	4	108910870	0.493879	Plasma	799019026	Gout
UGDH	4	39500375	0.428996	Plasma	729608531	Gout
DCTD	4	183811213	0.447772	Plasma	873919369	Gout
ADH6	4	100123795	0.214999	Plasma	790231951	Gout
SLIT2	4	20253528	0.046288	Plasma	710361684	Gout
KLB	4	39408550	0.009392	Plasma	729516706	Gout
F11	4	187187343	0.106295	Plasma	877295499	Gout
CFI	4	110661850	0.081533	Plasma	800770006	Gout
PF4	4	74846528	0.927265	Plasma	764954684	Gout
CXCL1	4	74735110	0.373439	Plasma	764843266	Gout
FGF2	4	123747863	0.775857	Plasma	813856019	Gout
CXCL11	4	76954835	0.079253	Plasma	767062991	Gout
VEGFC	4	177604689	0.16101	Plasma	867712845	Gout
CXCL2	4	74962757	0.141983	Plasma	765070913	Gout
IDUA	4	980785	0.154524	Plasma	691088941	Gout
NAAA	4	76834813	0.649792	Plasma	766942969	Gout
IGFBP7	4	57896939	0.013418	Plasma	748005095	Gout
IBSP	4	88720706	0.000889	Plasma	778828862	Gout
CXCL6	4	74702357	0.498108	Plasma	764810513	Gout
CASP3	4	185548850	0.544104	Plasma	875657006	Gout
HGFAC	4	3443695	0.081744	Plasma	693551851	Gout
LRPAP1	4	3505339	0.387149	Plasma	693613495	Gout
KDR	4	55944648	0.453131	Plasma	746052804	Gout
EPHA5	4	66185281	0.86014	Plasma	756293437	Gout
CXCL10	4	76942271	0.940517	Plasma	767050427	Gout
SPARCL1	4	88394487	0.436166	Plasma	778502643	Gout
BST1	4	15704688	0.189452	Plasma	705812844	Gout
AFM	4	74347462	0.042829	Plasma	764455618	Gout
FGG	4	155525286	0.034558	Plasma	845633442	Gout
UNC5C	4	96083655	0.26215	Plasma	786191811	Gout
PPID	4	159630279	0.326264	Plasma	849738435	Gout
PDE5A	4	120415552	0.177803	Plasma	810523708	Gout
EGF	4	110834039	0.232936	Plasma	800942195	Gout
SOD3	4	24791534	0.010655	Plasma	714899690	Gout
PF4V1	4	74719013	0.719228	Plasma	764827169	Gout
NPNT	4	106815932	0.248165	Plasma	796924088	Gout
MANBA	4	103551927	0.018613	Plasma	793660083	Gout
TLL1	4	166794389	0.378835	Plasma	856902545	Gout
ART3	4	76932337	0.047013	Plasma	767040493	Gout
PSAPL1	4	7432012	0.799421	Plasma	697540168	Gout
PCDH10	4	134070449	0.087149	Plasma	824178605	Gout
STX18	4	4417469	0.814698	Plasma	694525625	Gout
MAN2B2	4	6576916	0.10367	Plasma	696685072	Gout
CTSO	4	156842732	0.567807	Plasma	846950888	Gout
NUDT9	4	88343725	0.161914	Plasma	778451881	Gout
SPOCK3	4	167654535	0.270057	Plasma	857762691	Gout
FABP2	4	120238405	0.615978	Plasma	810346561	Gout
KLKB1	4	187130133	0.729072	Plasma	877238289	Gout
SPON2	4	1160720	0.756688	Plasma	691268876	Gout
SPINK7	5	147691982	0.59556	Plasma	1028762635	Gout
CLINT1	5	157212751	0.43754	Plasma	1038283404	Gout
TNFAIP8	5	118604387	0.53068	Plasma	999675040	Gout
CCT5	5	10250041	0.81123	Plasma	891320694	Gout
SEMA5A	5	9035145	0.20765	Plasma	890105798	Gout
PCSK1	5	95726037	0.24125	Plasma	976796690	Gout
CSF1R	5	149432854	0.97029	Plasma	1030503507	Gout
IL12B	5	158741788	0.3651	Plasma	1039812441	Gout
NUDT12	5	102884556	0.81398	Plasma	983955209	Gout
GM2A	5	150591711	0.37204	Plasma	1031662364	Gout
MAPK9	5	179660143	0.50222	Plasma	1060730796	Gout
PACAP	5	138723156	0.21709	Plasma	1019793809	Gout
LECT2	5	135257968	0.36314	Plasma	1016328621	Gout
CD14	5	140011313	0.83606	Plasma	1021081966	Gout
HARS	5	140052620	0.33385	Plasma	1021123273	Gout
TARS	5	33440802	0.0177	Plasma	914511455	Gout
THG1L	5	157158428	0.5377	Plasma	1038229081	Gout
GLRX	5	95087023	0.95025	Plasma	976157676	Gout
PPIC	5	122358945	0.17751	Plasma	1003429598	Gout
UBLCP1	5	158690298	0.63369	Plasma	1039760951	Gout
PDCD6	5	271736	0.39412	Plasma	881342389	Gout
HK3	5	176307870	0.50086	Plasma	1057378523	Gout
EFNA5	5	106712595	0.45755	Plasma	987783248	Gout
IL6ST	5	55230923	0.85269	Plasma	936301576	Gout
C7	5	40909599	0.27277	Plasma	921980252	Gout
GHR	5	42423541	0.16388	Plasma	923494194	Gout
SPARC	5	151040657	0.91539	Plasma	1032111310	Gout
C9	5	39284242	0.83654	Plasma	920354895	Gout
HAPLN1	5	82933624	0.34707	Plasma	964004277	Gout
TGFBI	5	135364677	0.57602	Plasma	1016435330	Gout
RGMB	5	98104354	0.18082	Plasma	979175007	Gout
THBS4	5	79287134	0.07282	Plasma	960357787	Gout
PDGFRB	5	149493402	0.0962	Plasma	1030564055	Gout
IL17B	5	148750887	0.28345	Plasma	1029821540	Gout
ESM1	5	54273695	0.57306	Plasma	935344348	Gout
C6	5	41142218	0.51327	Plasma	922212871	Gout
FST	5	52776456	0.02644	Plasma	933847109	Gout
FER	5	108083542	0.9005	Plasma	989154195	Gout
ERAP1	5	96096514	0.51498	Plasma	977167167	Gout
IL7R	5	35852797	0.33888	Plasma	916923450	Gout
HAVCR2	5	156512843	0.41193	Plasma	1037583496	Gout
PAM	5	102089685	0.51793	Plasma	983160338	Gout
SPINK6	5	147582357	0.11348	Plasma	1028653010	Gout
LIFR	5	38474770	0.98727	Plasma	919545423	Gout
HINT1	5	130491076	0.97627	Plasma	1011561729	Gout
CRHBP	5	76248870	0.59166	Plasma	957319523	Gout
SCGB3A1	5	180017105	0.16449	Plasma	1061087758	Gout
TXNDC15	5	134210061	0.64808	Plasma	1015280714	Gout
NDST1	5	149865381	0.05215	Plasma	1030936034	Gout
MGAT4B	5	179224597	0.37955	Plasma	1060295250	Gout
C1QTNF3	5	34017963	0.39128	Plasma	915088616	Gout
B4GALT7	5	177027133	0.71473	Plasma	1058097786	Gout
SPINK1	5	147204135	0.62345	Plasma	1028274788	Gout
ARSK	5	94890805	0.07334	Plasma	975961458	Gout
ERAP2	5	96211690	0.00172	Plasma	977282343	Gout
CD14	5	140011313	0.87371	Plasma	1021081966	Gout
HAVCR1	5	156456424	0.72936	Plasma	1037527077	Gout
EDIL3	5	83236373	0.22038	Plasma	964307026	Gout
LMAN2	5	176758568	0.05315	Plasma	1057829221	Gout
GZMK	5	54320084	0.03695	Plasma	935390737	Gout
FAF2	5	175874629	0.20464	Plasma	1056945282	Gout
HEXB	5	73935848	0.36701	Plasma	955006501	Gout
SRA1	5	139916925	0.00687	Plasma	1020987578	Gout
SEMA6A	5	115779251	0.53062	Plasma	996849904	Gout
HNRNPAB	5	177631534	0.04139	Plasma	1058702187	Gout
APOM	6	31620193	0.054893	Plasma	1093424349	Gout
TXNDC5	6	7881750	0.879605	Plasma	1069685906	Gout
COL11A2	6	33130458	0.952974	Plasma	1094934614	Gout
ATF6B	6	32083041	0.0078	Plasma	1093887197	Gout
SMAP1	6	71377479	0.501643	Plasma	1133181635	Gout
TAPBP	6	33267471	0.955602	Plasma	1095071627	Gout
CLIC5	6	45848564	0.909618	Plasma	1107652720	Gout
PSMB1	6	170844208	0.007725	Plasma	1232648364	Gout
ECI2	6	4115927	0.528187	Plasma	1065920083	Gout
RSPO3	6	127439816	0.026228	Plasma	1189243972	Gout
PREP	6	105721093	0.8328	Plasma	1167525249	Gout
NT5E	6	86159302	0.060202	Plasma	1147963458	Gout
COL9A1	6	70925743	0.136991	Plasma	1132729899	Gout
LRP11	6	150139893	0.275233	Plasma	1211944049	Gout
VNN2	6	133065009	0.021895	Plasma	1194869165	Gout
SMOC2	6	168841831	0.260455	Plasma	1230645987	Gout
IGF2R	6	160390114	0.416275	Plasma	1222194270	Gout
TREM2	6	41126244	0.574629	Plasma	1102930400	Gout
MDGA1	6	37598455	0.676433	Plasma	1099402611	Gout
RNASET2	6	167335601	0.95816	Plasma	1229139757	Gout
GSTA1	6	52656169	0.159222	Plasma	1114460325	Gout
ASF1A	6	119215316	0.472944	Plasma	1181019472	Gout
SH3BGRL2	6	80341046	0.96796	Plasma	1142145202	Gout
GMPR	6	16238818	0.819025	Plasma	1078042974	Gout
MICA	6	31367561	0.084902	Plasma	1093171717	Gout
AIF1	6	31582994	0.414276	Plasma	1093387150	Gout
NCR3	6	31556672	0.94042	Plasma	1093360828	Gout
C2	6	31865562	0.707353	Plasma	1093669718	Gout
CD109	6	74405508	0.016397	Plasma	1136209664	Gout
THBS2	6	169615875	0.728215	Plasma	1231420031	Gout
PLG	6	161123270	0.362443	Plasma	1222927426	Gout
HSPA1A	6	31783320	0.279071	Plasma	1093587476	Gout
AGER	6	32148745	0.953378	Plasma	1093952901	Gout
CFB	6	31913427	0.495448	Plasma	1093717583	Gout
PLG	6	161123270	0.356037	Plasma	1222927426	Gout
VTA1	6	142468299	0.378446	Plasma	1204272455	Gout
SMPDL3A	6	123110194	0.373476	Plasma	1184914350	Gout
VEGFA	6	43737921	0.760463	Plasma	1105542077	Gout
IL20RA	6	137321108	0.181686	Plasma	1199125264	Gout
IL22RA2	6	137464957	0.279075	Plasma	1199269113	Gout
MICB	6	31462658	0.000043	Plasma	1093266814	Gout
DLL1	6	170591294	0.850044	Plasma	1232395450	Gout
TNFRSF21	6	47199268	0.543331	Plasma	1109003424	Gout
MLN	6	33762450	0.821255	Plasma	1095566606	Gout
TNXB	6	32008930	0.016063	Plasma	1093813086	Gout
TREML2	6	41157487	0.115054	Plasma	1102961643	Gout
CLPS	6	35762759	0.322534	Plasma	1097566915	Gout
ADGRF5	6	46820259	0.273203	Plasma	1108624415	Gout
ENPP5	6	46126922	0.82811	Plasma	1107931078	Gout
LRP11	6	150139893	0.101007	Plasma	1211944049	Gout
GFRAL	6	55192267	0.310687	Plasma	1116996423	Gout
HLA-DQA2	6	32709168	0.914988	Plasma	1094513324	Gout
MANEA	6	96025361	0.718104	Plasma	1157829517	Gout
STX7	6	132767006	0.524381	Plasma	1194571162	Gout
UST	6	149068166	0.774726	Plasma	1210872322	Gout
RSPO3	6	127439816	0.023657	Plasma	1189243972	Gout
TREM1	6	41235664	0.110668	Plasma	1103039820	Gout
CRISP2	6	49660071	0.369924	Plasma	1111464227	Gout
DLK2	6	43418090	0.615423	Plasma	1105222246	Gout
METTL24	6	110565143	0.977052	Plasma	1172369299	Gout
PTK7	6	43044045	0.334332	Plasma	1104848201	Gout
NQO2	6	2988221	0.938321	Plasma	1064792377	Gout
