Classify	Species	H001F	H002F	H003F	H004F	H005F	H006F	H007F	H008F	H009F	H010F	H011F	H012F	H013F	H014F	H015F	H016F	H017F	H018F	H019F	H020F	H021F	H022F	H023F	H024F	H025F	H026F	H027F	H028F	H029F	H030F	H031F	H032F	H033F	H034F	H035F	H036F	H037F	H038F	H039F	H040F	H041F	H042F	H043F	H044F	H045F	H046F	H047F	H048F	H049F	H050F	H051F	H052F	H053F	H054F	H055F	H056F	H057F	H058F	H059F	H060F	H061F	H062F	H063F	H064F	H065F	H066F	H067F	H068F	H069F	H070F	H071F	H072F	H073F	H074F	H075F	H076F	H077F	H078F	H079F	H080F	H081F	H082F	H083F	H084F	H085F	H086F	H087F	H088F	H089F	H090F	H091F	H092F	H093F	H094F	H095F	H096F	H097F	H098F	H099F	H100F	H101F	H102F	H103F	H104F	H105F	H106F	H107F	H108F	H109F	H110F	H111F	H112V	H113V	H114V	H115V	H116V	H117V	H118V	H119V	H120V	H121V	H122V	H123V	H124V	H125V	H126V	H127V	H128V	H129V	H130V	H131V	H132V	H133V	H134V	H135V	H136V	H137V	H138V	H139V	H140V	H141V	H142V	H143V	H144V	H145V	H146V	H147V	H148V	H149V	H150V	H151V	H152V	H153V	H154V	H155V	H156V	H157V	H158V	H159V	H160V	H161V	H162V	H163V	H164V	H165V	H166V	H167V	H168V	H169V	H170V	H171V	H172V	H173V	H174V	H175V	H176V	H177V	H178V	H179V	H180V	H181V	H182V	H183V	H184V	H185V	H186V	H187V	H188V	H189V	H190V	H191V	H192V	H193V	H194V	H195V	H196V	H197V	H198V	H199V	H200V	H201V	H202V	H203V	H204V	H205V	H206V	H207V	H208V	R001	R002	R003	R004	R005	R006	R007	R008	R009	R010	R012	R013	R014	R015	R016	R017	R018	R019	R020	R021	R022	R023	R024	R025	R026	R027	R028	R029	R030	R031	R032	R033	R034	R035	R036	R037	R038	R039	R040	R041	R042	R043	R044	R045	R046	R047	R048	R049	R050	R051	R052	R053	R054	R055	R056
Prevotella_copri_clade_A	Prevotella_copri_clade_A	0	0	0	0	0	0	7.17289	25.45459	0	0	0	5.31698	0	0	36.31979	23.4693	0	0	0	0	0	3.62432	3.84014	0	13.79725	0	1.84531	3.93064	69.67496	0	0	52.12381	0	0	0	0	0	0	0	0	0	0	0	0	0	13.64918	0	0	0	0	1.86611	0	0.0859	0	0	0.36878	0	0	0	0	0	0	0	0	0	46.12641	0	0	0	0	0	0	0	0	0	0	0	51.54446	0	0	2.23305	5.17571	41.70857	6.70622	13.31459	11.75487	0	4.67552	0	0	0	0	0	0	0.23178	0	0	0	0	0	4.71275	0	0	0.01051	0	8.7032	0	0	0	6.2305	7.3384	0.80024	0	0	0	0	5.36362	0	42.78016	0	0	0	0	0	0	5.31572	1.23154	0	0	0	0	0.0276	3.27632	0	1.0013	69.51384	31.58375	8.07288	0	0	0.12733	3.93523	0	0	0	0	0.22635	0	1.73708	0	10.73067	0	0	0	0	0	0	0.07047	0	0	12.34603	0	0	0	9.66809	1.2434	0	0	0	0	0	0	0	0	5.38353	0	1.88482	1.6061	0	1.86731	0	1.01006	0.00498	0	11.24584	0	5.89277	0.53059	0	31.70636	0	0.36119	0	0	4.61669	0	0	33.20588	5.91025	1.70522	0	0	0	1.08132	0	0	2.40553	0	0	0	0	0.02389	0.00783	0.00172	0.00479	37.4273	0.82359	0.00906	0.00385	0	0	0	29.46387	0	0.00959	0	0	0	0	0	0	0	51.88806	0.04583	0.00192	0.01556	0.00225	0	0.03734	0.01763	0.07944	31.15984	53.54273	0	3.55386	0	79.4642	0.00248	0	0.00868	4.33789	2.9841	0.00322	20.08484	1.51452	0.06098	0.02172	0	64.05509	0	0	0	0
Prevotella_copri_clade_B	Prevotella_copri_clade_B	0	0	0	0	0	0	0	9.54414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15091	0	0	0	0	5.38432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70827	0	0	0	0	0	0.40569	0	5.1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54233	0.31987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31463	0	0	0	0	0.35089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01051	0	2.4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri_clade_C	Prevotella_copri_clade_C	0	0	0	0	0	0	0	0.90483	0	0	0	0	0	0	0	0	0	0	0	0	0	11.53718	0	0	0.68573	0	0.02883	0	0	0	0	0	0	22.06726	0	0	0	0	0	0	0	0	0	0	0	7.34087	0	0	0	0	0	0	0.03672	0	0	1.15789	0	0	0	0	0	0	0	0.91232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12398	8.35182	1.05972	0.71445	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11469	0	0	0	0	7.46324	1.58477	0	0	0	0	0	0	0.79204	0	0	0	0	0	0.56546	0	0	0	0	0	0	0	0	1.76672	0	0	0	0	0	0	0.34679	0	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80033	0	0	0	0	0.02831	0	0	0	0	0	0	0	0	0	0	0	0.62828	0	0	0	1.14051	0	0	0	0	7.61765	0.17033	28.36447	0	0	0.05584	0	0	1.51844	0	0	5.21078	0.35299	0	0	0	0	0.43586	0	0	1.28067	0	0	0	0	0	0	0	0	0.53792	0	0	0	0	0	0	2.2661	0	0	0	0	0	0.00645	0	0	0	0.06535	0	0.00189	0.00395	0.00148	0	0	0	0.06723	0	27.68103	0	0.00853	0	2.48039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.75797
Prevotella_copri_clade_D	Prevotella_copri_clade_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28364	3.95901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.41986	0	0.02381	0	0	0	0	0	0	0	0	0	0	0	3.21429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri_clade_E	Prevotella_copri_clade_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88701	0	0	1.84829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24736	0.30186	0	0	0	0	0	1.71054	0	0.00666	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98158	0	0	0	0	0.99085	0	0	0	0	0	0	0	0	0	0	0	2.75825	0	0	0	0	0.75973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.58166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri_clade_F	Prevotella_copri_clade_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11482	0	0	0.00615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri_clade_G	Prevotella_copri_clade_G	0	0	0	0	0	0	0	8.53978	0	0	0	0	0	0	0	0	0	0	0	0	0.55051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90359	1.23484	9.31555	0	0	0.47523	0	0	0	0	0	0	0	0	0	0	0	5.2329	0	0	0	0	0	0.80106	0	0	0	0	0	33.2367	0	0	0	0	0	0	2.37371	0	0.76652	0	0	0	0	0	0	1.58325	0	0	0	0	0	0	0	0	0.19787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.62406	0	3.82413	0	0	0	0	0	0	0	0.87158	0	0	0	3.1149	0	0	0	0	0	0	0	0.46066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_copri_clade_I	Prevotella_copri_clade_I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_corporis	Prevotella_corporis	0	0	0	0.06584	0.00787	0	0	0	0	0	0	0	0	0.04531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0.00949	0	0	0	0	0.00933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5219	0	0	0	0.0041	0	0	0	0	0	0	0.01857	0.00715	0	0	0	0.02452	0	0	0	0	0	0.09338	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354	0.08015	0.13077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01278	0	0	0.02532	0	0	0	0	0	0	0	0	0	0	0	0	0.00672	0	0	0	0	0	0	0.02377	0	0	0	0	0.00349	0	0	0	0.01243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10335	0	0	0	0.13268	0	0	0	0	0	0	0.01285	0	0.11134	0	0	0	0	0	0
Prevotella_denticola	Prevotella_denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_disiens	Prevotella_disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_histicola	Prevotella_histicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_intermedia	Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_lascolaii	Prevotella_lascolaii	0.04412	0	0	0	0	0	0.02726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17879	0	0	0	0	0	0	0	0	0	0	0	0.16385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03541	0	0	0	0	0	0	0	0	0	0	0.38657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16238	0	0	0	0	0	0.39012	0	0	0	0.0281	0	0	0	0	0	0.13308	0	0	0.1089	0	0	0.51256	0	0	0	0	0
Prevotella_marseillensis	Prevotella_marseillensis	0	0	0	0	22.03243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38992	0	0	0.84066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04973	0	0	0	0	0	0	0	0	0	0	0	0.93569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0	0.29394	0	0	0	0.33741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	3.51402	0	0	0	0	0
Prevotella_melaninogenica	Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_multisaccharivorax	Prevotella_multisaccharivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_nigrescens	Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_oralis	Prevotella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_pallens	Prevotella_pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_pectinovora	Prevotella_pectinovora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.29967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92902	0	1.44289	0	0	0	0	0.52161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_salivae	Prevotella_salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
