"","A001F","A002F","A003F","A004F","A005F","A006F","A007F","A008F","A009F","A010F","A011F","A012F","A013F","A014F","A015F","A016F","A017F","A018F","A019F","A020F","B347477A","B348452C","B348676C","B348741C","B348867B","B349202C","B349441C","B350402B","B350638C","B350819D","B350890B","B350951C","B351263B","B351443D","B351788D","B352277C","B352458C","B352738D","B352756B","B353024B"
"Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_senegalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_Marseille_P3761",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192880571136407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_anaerobius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_russellii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_SGB749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_sp_MV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_stomatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_faecium",0.114745827232953,3.66426625118598,2.60305804262995,0,1.04193463594668,2.59273492975092,1.78487651971446,0.255255636096078,2.9888172449244,1.37353724408243,1.06377678437921,1.09380368449492,0.295031298997489,11.4678799605268,0.26021801191352,0.414099397725636,2.26673659857268,5.10150800787657,0.215464908726587,1.25162637290986,1.91082232827217,1.31279159126565,0.0567899694375777,1.43539354508502,0.000545909418585352,1.21776661493485,0.0858340259876526,0.214205526749613,1.38904045289952,0,0,0.435245128120412,0,2.05595708785767,0.0407873877406674,0.0121316689008477,0.455902524279581,0.0160624674430925,0.762969585719471,0
"Phascolarctobacterium_SGB4573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157774717193604,0,0,0,0.148145579958935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_SGB5790",0.0480596954604963,0,0,0,0,2.56634417731832,0,0,0,0,0,0,0.0760387161226794,0,0,0,0.533478295075104,0,0,0,0,0.123893920573996,0.00659797290836239,0,0,0,0,0,0,0,0,0,0,0,0,0.00312873416943609,0,0,0.0391632653639092,0
"Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17778524194046,0,0.739782602601955,0,0,0,0,0,3.15342715916668,0,0.585151171579454,0,0,0,0,0
"Phenylobacterium_haematophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_abscessus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_barnesiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_coprocola",0,0,0,0,0,0,0.2261746815067,0,0,0,12.2171772029959,4.52830111158682,0,0,0,0.892143409751207,23.0156057900568,0,0,0,0,0,0,0,0,0,0,0,0.980618848233266,0,0.00272807557452435,0.0368303213892283,0,0,0.247520774462387,0,0,0,0.00992710011886644,0
"Phocaeicola_coprophilus",0,0,0,0,0,0,0,0,0,0,0,3.4819640614966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355940423881709,0,0,0.00121123954494354,0,0
"Phocaeicola_dorei",0,0,0,0,0.30295853378172,7.50115111897524,0.00641764024653135,0.00613132451384221,7.74459670583398,0,0,0,0,0,0.00588620674942586,0.150351383742382,6.91074413325669,0,17.2517095415605,2.45853278284516,0,0,0,0,0,0.0125955252102297,0,0.0276072246602522,0,0,0,0,0.277538382792966,9.02434368343059,0.495422860704677,0,0.00511993591897228,0.000205910722640402,0.0134074458462801,0.781761949010839
"Phocaeicola_faecicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802754007387975,0,0,0,0,0,0,0.522119457064912,0,0,0
"Phocaeicola_massiliensis",0,20.7863483170517,0,0,6.6729529171794,0,0.646655949989676,0,0,0,0,0.0235826541591423,1.04347976403714,0,0,0.299339527420559,2.09085612117699,0,0,0,0,0.0861939033935118,0,0.366363536075706,0,0.00666502344473712,6.28286531535878,0,0,0,0,0,0.00805728887142676,3.89268834965308,0,0,0,4.97957378681539,0.182041485044743,0
"Phocaeicola_plebeius",0,8.91799422057496,0,0,5.41191456775588,0,0,0,25.3501743106751,0,0,6.90662395463091,0,0,0.836135668755944,1.12587444058622,8.8307182646675,0,0,0,0,0,0,0,0,0.0176154809099589,0,0.475540310330492,2.61994607660132,0,0.0328999392991442,0.331340681092939,0.254364532974265,0.000484561474432119,0.000437802413963655,2.62617331577314,0.143866053626021,0.304311823271615,0.20494367457024,0
"Phocaeicola_sartorii",0,0,0,0,0,0,0,0.00163386983628512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_SGB6473",0,0,0,0,0,0,0,0,0,0,0.407871051228532,0,0,0,0,0,0,0,0,0.0828073489321452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_vulgatus",3.60710481643305,5.5125217184714,0.651971637914265,1.28691759303559,3.12474988881191,1.782977462161,0.0687924903360069,0.0179770545075088,2.88815751577407,4.05909422180796,3.87060248519993,0.546590318197978,0.497350182483671,5.16171127106329,0.0214506231020705,0.294792252799376,2.68159704978359,0.894433109842331,0.898272962970601,17.5715985633106,7.785950398194,0.493506492743963,1.42902058404134,2.51991949661543,0.910979213309458,0.115124625090203,30.4081328171585,0.511074416866005,2.0998576588459,2.56652094811519,0.646670355957134,1.02389776362404,0.323103902894338,3.98423033554642,4.1320704915651,1.27742080772352,3.34603272699748,48.9737259970818,1.20203319903059,2.20686480030452
"Phocea_massiliensis",0.0246753090714171,0.0112233999916009,0.0240697339974521,0.118926399543116,0.00171117702669389,0.0655044604583868,0,0.00217251433482802,0,0.00230074433298296,0,0.0129415276219486,0.00892682553112926,0,0,0.00171353941389476,0.0509450375894494,0.04324581354887,0.00193321437749316,0,0.0386741701645882,0.128453421863406,0,0,0.0293524047871866,0.122617087520546,0.122719162612101,0,0,0,0.105131739754208,0.0737164703582281,0,0.0671115378175052,0.0308047375181421,0.0628181202015457,0,0,0,0.139516925364461
"Phytobacter_diazotrophicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phytobacter_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscicoccus_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plesiomonas_shigelloides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pluralibacter_gergoviae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485298125800998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124850867632365,0,0,0,0,0,0,0
"Porphyromonas_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000749455080455009,0,0,0,0,0,0
"Porphyromonas_bennonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962662129205143,0,0,0.00531685653124045,0,0,0
"Porphyromonas_endodontalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_gingivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_SGB1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_SGB1979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_SGB1980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001905941799433,0,0,0,0,0,0
"Porphyromonas_SGB1982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_SGB1983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_somerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_sp_HMSC065F10",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154304456909126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489016541354505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_amnii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_bergensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385761142272814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_bivia",0,0,0.00142629088633848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196408917636485,0.00529599694310873,0,0,0,0,0
"Prevotella_buccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_buccalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622361309533474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_colorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_A",0,0,0,0,0,0,55.9240962301038,82.3621638833978,0,0,0,43.6088315197482,0,0,63.8281333278607,33.3409993691484,0,0,0,0,0,0.0329911548370612,0.00935113507699462,0.00374702200277481,59.8218253637691,0.196383460275049,0.00136863088004795,3.50488120333249,0,0,1.46738132661764,11.0571082456571,2.60893480836755,0.000561735264011932,0.00125894851445205,0,0,0,2.35086016142841,0
"Prevotella_copri_clade_B",0,0,0,0,0,0,0,2.35202586355617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15775422968302,0,0,0,0,0,0,0
"Prevotella_copri_clade_C",0,0,0,0,0,0,0,0.222989963810099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103259785009246,0,0,0,0,0,0.00554184973674273,0,0,12.7930442235649,0,0,0.00276804699045595,0
"Prevotella_copri_clade_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_G",0,0,0,0,0,0,0,2.10451553040815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500485310296503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_copri_clade_I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_corporis",0,0,0,0.064221553287195,0.00837810206488462,0,0,0,0,0,0,0,0,0.0583013673021647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00713274490364079,0.00285277702002123,0,0,0,0,0
"Prevotella_denticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_disiens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_histicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_ihumii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_lascolaii",0.0619714851683012,0,0,0,0,0,0.0190573887190251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42387767600675,0.103689694708814,0.118164283794642,1.8385346508265,0,0,0,0
"Prevotella_marseillensis",0,0,0,0,23.365847926644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_melaninogenica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_multisaccharivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_nigrescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_oralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_pallens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_pectinovora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_salivae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_SGB1615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_SGB1635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47445501728231,0,0,0,0,0,0,0
"Prevotella_SGB1675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_SGB1680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2590246719534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10902114287131,0,0,0,0,0,0,0
"Prevotella_SGB1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018345656284465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248619062605497,1.21204548571917,0,0,0,0,1.34988657452101,0,0,0,0,0,0,0,0,0
"Prevotella_sp_Marseille_P4119",0,0,0,0,0,0,0,1.05047973038224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_P3_92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_P4_51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_stercorea",0,0,0,0,0,0,0,0.117793820620376,0,0,0,0,0.22983909057116,0,0,48.5815486024408,0,0,0,0,0,0.0177862002141232,0,0,0,0.0319442592234004,6.87078836039686,0,0,0,0,0,0,0,0,0,0,0,5.97744865202064,0
"Prevotella_timonensis",0,0,0,0.00233993817958506,0,0,0,0,0,0,0,0,0,0.0200724381029288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotellamassilia_timonensis",0,0,0,0,0,0,0,1.05566474114475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480564922731169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium_acidifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256326252046462,0,0,0,0,0.00386804325625654
"Proteus_mirabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109187104593266,0,0,0,0,0,0,0,0,0,0,0
"Proteus_terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteus_vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia_alcalifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia_rettgeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia_stuartii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas_arabiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas_sp_MEBiC_03607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudochrobactrum_algeriensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudocitrobacter_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudocitrobacter_sp_73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoclavibacter_alba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_capillosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210150061047704,0,0
"Pseudoflavonifractor_gallinarum",0,0,0,0,0,0.00489713305370967,0,0,0.00598943465030538,0.000435107094833442,0.00127129537018456,0.00338516753341414,0.0158404678838791,0.00224136797611905,0,0,0.0718011612340417,0,0.000270718223735985,0,0.29805779403251,0.298969787132424,0.0659851080667569,0.0049977481484799,0.025230190036873,0,0.025237153948479,0,0,0,0,0,0,0,0,0.01910013796654,0.92248937965202,0,0.00652721023035367,0
"Pseudoflavonifractor_phocaeensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_AF19_9AC",0.00102467008319048,0.00437778039506483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018194724995566,0,0,0,0,0,0,0.0229976580172746,0,0.000164289459263865,0.00554471401960675,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_An184",0,0.0892556089176542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210535445893597,0,0,0,0.725685946706747,0,0,0,0,0,0,0,0,0.163768856718738,0,0,0,0,0,0
"Pseudoflavonifractor_sp_An85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoglutamicibacter_SGB14255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000921846410313911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019539132251123,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_argentinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_asiatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_cremoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_extremaustralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_guariconensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945735058235152,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_reactans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51223326118228,0,0,0.088128345743052,0.739393838609208,0.00322848575937429,0.736687971363614,0,0,0.012629576962539,0.662492488742857,0.233866058890543,0,0,0.0676213590028966,1.18346178700342,0,0.142558928228335,0
"Pseudomonas_saudimassiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_SGB12322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115174732261369,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_SGB2111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_urumqiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoramibacter_alactolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoruminococcus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0.0253435137780816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psychrobacter_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pygmaiobacter_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225795233663139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_porci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qipengyuania_sp_YIM_B01966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ralstonia_insidiosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233559811471701,0,0,0,0,0,0.0206858666363646,0,0,0,0,0,0,0,0,0.0105404348777223,0,0,0
"Ralstonia_mannitolilytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106421879577929,0,0,0,0,0,0,0,0,0,0
