NO,Composition
P0929,Baiji;Mubiezi;±ÍÂé×Ó;Bailian;Fangfeng;Danggui;Tianhuafen;´ó·ç×Ó;Danggui;Rougui;Congbai;½ðYinhua;¾ÅÀï»¨;Huangbai;Kushen;Lianqiao;Chishao;Shengdihuang;Jingjie;Wugong;Fengfang;¼¦×Ó;Heshouwu;Baizhi;Xiejie;²õÍÉ;Chuanshanjia;»±Áø;Ruxiang;Moyao;°×Songxiang
P0930,Songxiang;Liqin;ÂéÓÍ
P0931,Liqin;Qilinxian;±ÍÂé×Ó;Mubiezi;Ruxiang;Moyao;»ÆLa;Shengjiang;ÂéÓÍ
P0932,Chishao;Danggui;Honghua;Huangqin;Lianqiao;Huangbai;Jiangcan;²õÍÉ;Baizhi;Gancao;Luanfa;Dahuang;Yinhua;Wugong;Wuchuan;Caowu;Qianghuo;Cangshu;Xixin;Huajiao;Qingjiu;Ruxiang;Moyao;Husuibu;Heshouwu;Shechuangzi;Mubiezi;´ó·ç×Ó;Tiannanxin;Banxia
P0933,Ruxiang;Moyao;Mahuang;Maqianzi
P0934,Xiangfu;Qianghuo;Duhuo;°²¹ð;Tiannanxin;Xixin;Gancao;Wuchuan;Caowu;¸ßLiangjiang;Gongdingxiang;¼±ÐÔ×Ó
P0935,Dahuang;Wubeizi;Huafen;Xiangfu;Mubiezi;ÈØÒ¶;±ÍÂé×Ó;Yimucao;ËªÉ£Ò¶;Canger;Mangxiao;Xionghuang;Shihui;Baiji;Cangshu;Huangbai;Wuchuan;Caowu;Qianghuo;Duhuo;Tiannanxin;Banxia;Chuangong;Xixin;Chishao;Baizhi;Gansui;Daji;Shancigu
P0936,Baicaoshuang;Baiji;Bailian;Baihe;Baibu;Ruxiang;Moyao;Shexiang;Luomi;³Â·Û×Ó
P0937,³Â·Û×Ó;Wubeizi;Danggui
P0938,Danggui;Chishao;Rougui;Dahuang;Shengdihuang;Baizhi;Xuanshen
P0939,Å£½Ç;Xieyutan;ÇàÂéÌ¿;Longjiang;Qiandan;³Â·Û×Ó
P0940,Baijiangcan;Chixiaodou;Chuanliuxi;Rougui;Jiegen;Baiji;Baicaoshuang;É½èÁèË;Danggui;Husuibu;Xixin;Baizhi;Chishao;Tiannanxin;Heshouwu;Bailian;ÖªÄ¸;Caowu
P0941,Chuanshanjia;Dingpi;Danggui;Baicaoshuang;èÁèËÒ¶
P0942,Baizhi;Banlangen;Kushen;Chuangong;Qiandan;Qingmayou
P0943,º£óªòÙ;¾É´¬»Ò;Qiandan;Shexiang;ÂéÓÍ
P0944,Bailian;Baiji;Mubiezi;Baizhi;Rougui;Kuxinren;Danggui;Ruxiang;Moyao;¹ð»¨;ËÕºÏÏã;Qiandan;Xiangyou;»±Ö¦;Liuzhi
P0945,ÑîÃ·Æ¤;Lujiao;Shihui;Wumingyi
P0946,Baiji;Baizhi;Jiangcan;Bailian;Baishao;Tiannanxin;Chixiaodou
P0947,Danggui;Moyao;Wujiapi;Mangxiao;Qingpi;Huajiao;Xiangfu;Dingxiang;Shexiang;ÀÏ´Ð;Digupi;Mudanpi
P0948,º£óªòÙ;Chuanbei;Xiejie;Ruxiang;Moyao
P0949,Jingjie;Danggui;Éú´Ð
P0950,Qianghuo;Duhuo;Zhizi;Rougui;Xuanshen;Dahuang;Danggui;Baizhi;Zaojiao;Baifuzi;Wubeizi;Chishao;Shengdihuang;Shudihuang;Fangfeng;Tianhuafen;Huanglian;Chuangong;Shancigu;Lianqiao;Hongdaji;Jiegen;Baiji;Bailian;Kushen;Chuanshanjia;Mubiezi;±ÍÂé×Ó;Kuxinren;Badou;Xieyutan;Liuzhi;Sangzhi
P0951,Baizhi;Zijinpi;Duhuo;Ê¯ÝÅÆÑ;Chishao;¸ßLiangjiang;Wugong;´Ìâ¬Æ¤;ÉßÍÉ²Ý;ÂéÈÊ;±î¼×;Jiangcan;Gancao;º£·çÌÙ;Lianqiao;Tianhuafen;Baiji;Å£Ýò×Ó;Dahuang;Huanglian;Bailian;Danggui;Ç§½ð×Ó;Xieyutan;½ðYinhua;Huangbai;Chuanshanjia;Fangji;Zaojia;Chaihu;Chuanbei;Taoren;Baifuzi;Badou;Tianma;Kushen;Jingjie;Honghua;Huangqi;Jiegen;Huangqin;Liuxi;Fangfeng;Quanxie;Mahuang;Caowu;Rougui;Wuyao;Qianghuo;Banxia;Daji;Sumu;ÌÒÖ¦;»±Ö¦;Sangzhi;Liuzhi;
P0952,Shengdihuang;Muxiang
P0953,Shengdihuang;Husuibu;Puhuang;Danggui;°×Ãæ;Chixiaodou;Baiji;°Ü½ª
P0954,ÖíÉÈ¹Ç;ÏóÆ¤
P0955,Wumingyi;Ä¾¶ú;Dahuang
P0956,Dahuang;Zhizi;Mugua;ÆÑ¹«Ó¢;Jianghuang;Huangbai
P0957,Mugua;Zhizi;Dahuang;ÆÑ¹«Ó¢;Tubiechong;Ruxiang;Moyao
P0958,Zijinpi;Ercha;Dahuang;Ä¾¶ú;Wumingyi
P0959,Ü½ÈØÒ¶;Zijinpi;Baizhi;Danggui;Husuibu;Duhuo;Heshouwu;Tiannanxin;Chenpi;Chishao;Ê¯ÝÅÆÑ;Rougui
P0960,Danggui;Chishao;Shengdihuang;Yanhusuo;Xiejie;Ruxiang;Honghua;Dahuang;Jianghuang;±î¼×;ÇÑ¹Ï¸ù;ºìÇú;Chixiaodou
P0961,Ruxiang;Moyao;Óñ´ø²Ý;ËÄ¿éÍß;¶¬Çà;»¢ÕÈ;ÎåÏãÑªÌÙ;Tianhuafen;Gancao;Ò¶ÏÂ»¨;Ò¶ÉÏ»¨;ò÷·Û;Dahuang;Huangqin;Îå×¦Áú;Baiji;Honghua;Sumu;Longdancao;Huanglian;·ÉÁúÕÆÑª;ÂÌÆÏÌÑ¸ù;´óºìÅÛ
P0962,Jianghuang;Qianghuo;Ganjiang;Zhizi;Ruxiang;Moyao
P0963,Caowu;Tiannanxin;Banxia;Ñ©ÉÏÒ»Ö¦Ýï;°×»¨ÂüÍÓÂÞ×Ó;Á½ÃæÕë;ÖØÂ¥;Xixin;Binpian
P0964,Muli;Hafen;Mubiezi
P0965,Fangfeng;Jingjie;Liujilu;Duhuo;Bajiaohuixiang;Minfan;Wubeizi;Kushen;Cebai;Danggui;Baizhi;Zelan;Xixin;½ðYinhua;Canger
P0966,Cangshu;Gancao;Minfan;Kushen;Chishao;Qianghuo;Duhuo;Baizhi;Huoxiang;Cebai;Danggui;RendongÌÙ
P0967,Huangbai;Banxia;¹ð»¨
P0968,Sangbaipi;Baizhi;Chishao;Wuyao;×ó²øÌÙ;Jingjie;éÙÒ¶;Huoxiang;èêÒ¶¸ù
P0969,Tiannanxin;Banxia;Naoyanghua;Wuchuan;Caowu
P0970,ÑòÃ«
P0971,Huangbai;ÑîÃ·Æ¤;Hujiao
P0972,Banxia
P0973,Dahuang;³àShizhi;Ê¯¸à
P0974,Dahuang
P0975,Zijinpi;Shengdihuang
P0976,Danggui;Mubiezi;Zhizi;Zaojia;Baiji;Wuchuan;Caowu;Wuyao;Bailian;Lianqiao;Kushen;»±Ö¦;Dahuang;Ruxiang;Moyao;Xiejie;Ercha;Xionghuang;Zhangnao;Shexiang;Congbai;Shengjiang;Xiangyou;¹ãµ¤
P0977,Longjiang;Hugu;ÎÚÓã¹Ç;Chuanshanjia;Dilong;¹·¼¹;Mubiezi;Liuxi;Wuchuan;Wutou;Caowu;Banxia;Wuzhuyu;É½ÜïÝÇ;Ê¯ÜïÝÇ;Xixin;Shaoyao;Roucongrong;Huajiao;Ruxiang;Moyao;°×½æ×Ó;Fangfeng;Zirantong;Chuanjianzi;Zaojiao
P0978,Ruxiang;ºìXiejie;Moyao;°×Ercha;Zhangnao;ÒøÖì;Í­ÂÌ;Songxiang;±ÍÂéÈÊ
P0979,Xiangyou;Bailian;Shengma;Danggui;Chuangong;Lianqiao;Yinhua;Chuanshanjia;Wuchuan;ÏóÆ¤;Ruxiang;Moyao;Qinfen;Binpian;Shexiang;°×Õ¼
P0980,Huangqi;Danggui;Baishao;Baizhi;Chuangong;Huoxiang;Linlinxiang;°×Ì´;Baifuzi;Baiji;Bailian;Gualou;Kuxinren;Longnao;Qingmayou
P0981,Baifuzi;Tianma;Tiannanxin;Baizhi;Fangfeng;Banxia;Binpian;Qianghuo
P0982,ÐÛÖíÓÍ;Songxiang;Qinfen;»ÆLa;Zhangnao;Shexiang;Binpian;Moyao;Ruxiang;Xiejie;Ercha
P0983,Ü½ÈØÒ¶;Zelan;É£Ò¶;±¡ºÉ;¶ú²ÝÒ¶
P0984,Danggui;Honghua;Shengdihuang;Chuangong;Shaoyao;Sumu;Qianghuo;Duhuo;Wushu;Fangfeng;Jingjie;Ò°¾Õ»¨;Husuibu;Zaojia;Kushen;Liuxi;Sanleng;Bailian;Chuanshanjia;Xuduan;²õÍÉ;Quanxie;É½¶¹¸ù;Dilong;Gansong;Shannai;»±Ö¦;Liuzhi;ÌÒÖ¦;ÓÜÖ¦;ÏÄ¿Ý²Ý;Â¶Fengfang;°×¹û;Tiannanxin;Banxia;Luanfa;ÂÒË¿;°×»¨Éß;Sangbaipi;Lianqiao;½ðYinhua;Chuanbei;Shancigu;Mubiezi;Gancao;Dahuang;Taoren;Kuxinren;Huanglian;Heshouwu;Wuweizi;Huangqi;ºÏ»¶»¨;ÏóÆ¤;À¥²¼;·ï»ËÍË;Fuzi;Huangqin;Shegan;Huangbai;Wuyao;Xuanshen;Wujiapi;Tianma;Renshen;´óÁ¦×Ó;Rougui;ØgÝ²²Ý;Xionghuang;ÒøÖì;Zhusha;Huaruishi;Ê¯¸à;³àShizhi;Zirantong;Yunmushi;Ruxiang;Longjiang;°¢Îº;Moyao;Xiejie;Ercha;Anxixiang;Zhenzhu;µ¤Öé;Niuhuang;Shexiang;Binpian;Shedan;Chenxiang;Tanxiang;Dingxiang;Muxiang;Jiangxiang;Sanqi;ËÕºÏÏã;»ÆLa;°×La;ËÕºÏÏã;ÌÔ¶ìÓÍ
P0985,Zhenzhu;ÏóÆ¤;Binpian;Ruxiang;Moyao;¼¦ÄÚ½ð;Longjiang;³àShizhi;Xiejie;Qinfen;Qiandan;Zhusha
P0986,ËÉÕë;Zhangnao;Zhizi;Qiandan;Í©ÓÍ
P0987,Tianhuafen;Ü½ÈØÒ¶;Zijinpi;Chishao;Tiannanxin;Duhuo;Danggui;Baizhi;Mudanpi
P0988,Caowu;Ganjiang;Wulinzhi;¸¡Âó
P0989,Danggui;Qianghuo;Honghua;Baizhi;Ruxiang;Moyao;Husuibu;Xuduan;Fangfeng;Mugua;Huajiao;Í¸¹Ç²Ý
P0990,Fangfeng;Jingjie;Danggui;Aiye;Mudanpi;º×Ê­;Shengma;Kushen;Í¸¹Ç²Ý;Chishao;Huajiao;Gancao
P0991,Shengdihuang;Fuzi;Ruxiang;Huajiao;Wuzhuyu;Baiji;Shengjiang
P0992,Tanxiang;³Â¿ó»Ò;Fulin;²õÍÉ;ÉßÍÉ;Banxia;Zhenzhu;ÏóÆ¤
P0993,Xiejie;Moyao;Longjiang;µÆÐÄ²Ý;Sumu;Jiegen;Jiangxiang;Danggui;¼¦;Honghua
P0994,Shihui;Xiejie;¼¦×Ó
P0995,Xiejie
P0996,Ã×·Û;Ruxiang;Moyao
P0997,Caowu;Fangfeng;Þ»±¾;Dahuang;Baizhi;Danggui;Kushen;Shengdihuang;Xuanshen;Ruxiang;Moyao;Mubiezi;±ÍÂé×Ó;Zaojia;Í©ÓÍ;Songxiang
P0998,Songxiang;Baizhi;Mahuang;Wuchuan;Caowu;Wuzhuyu;Qilinxian;Naoyanghua;Hujiao;Fuzi
P0999,Zijinpi;Tiannanxin;Banxia;Huangbai;Caowu;Wuchuan;Chuangong;Danggui;Danggui;Wuyao;Baizhi;Buguzhi;Liujilu;Chuanliuxi;Sangbaipi
P1000,×ÏÌÙÏã;Âí³ÝÜÈ;ÊíÝ÷;Qiandan
P1001,Baiji;Bailian;Maqianzi;ÉÌÂ½;Danggui;±ÍÂé×Ó;Duhuo;Qianghuo;Dahuang;Chishao;Xieyutan
P1002,Ê¯¸à;Baifan;èÁèËÒ¶;Songxiang;Qiandan
P1003,°ØÒ¶;Ganheye;Zaojiao;Husuibu
P1004,Chixiaodou;Wuchuan;Caowu;Ruxiang;Ü¿Ì¦×Ó
P1005,Baijiaoxiang;Ruxiang;¶¨·Û;Bailian;Baizhi
P1006,Longjiang;Hugu;±ª¹Ç;Chuanshanjia;Ruxiang;Moyao
P1007,Binlang;Baidoukou;Rougui;Liuzhi;Mubiezi;Baizhi;Danggui;Dingxiang;Tiannanxin;Baifuzi;Fuzi;»ÆLa
P1008,Dahuang;Shihui
P1009,Taoren;Zhizi;Cebai;Shengdihuang;Honghua;Danggui;Dahuang;Shexiang;Huanglian;Huangbai;Huangqin;Husuibu;±¡ºÉ;Fangfeng;Mudanpi;RendongÌÙ;Í¸¹Ç²Ý;Gancao;Sanqi;ÆÑ¹«Ó¢;½ðîÎShihu;¼¦¹Ç;Chishao;Zirantong;Tubiechong
P1010,Ruxiang;Moyao;Xiejie;Mubiezi;Danggui;Kuxinren;Xieyutan;Qiandan;ÂéÓÍ
P1011,Jianghuang;Puhuang;Husuibu;Wumingyi;Shengdihuang;Shengjiang
P1012,Shengjiang;Dahuang;Mangxiao;Í·JiuÔã;Jingjie;Zelan;ÈðÏã
P1013,Xiaomai;Guomei;Goutougu;Ruxiang;Wubeizi
P1014,Gougu
P1015,Rougui;Niupijiao;Mabo;¶ÀºË·ÊÔí
P1016,Ruxiang;Xiejie;Honghua;Ãæ·Û
P1017,Luomi;Bajiaogen
P1018,Sangbaipi;Tuosanggenpi;Shengjiang
P1019,Ruxiang;Danggui;Hupo;Baizhi;Moyao;Baishao;Baiji;Bailian;Liqin;Qiandan;Ð¡ÓÍ;Ãà×Ó;Ä¾Ì¿;¶¨´ÉÍë
P1020,Ruxiang;Baijiaoxiang;Liqin
P1021,Danggui;Mubiezi;Wuyao;Chishao;Ð¡ÓÍ;Ruxiang;Liqin;Qiandan;Xiejie;Moyao;Hupo
P1022,Gualou;»ÆLa;Baizhi;ÂéÓÍ;Shexiang;Songxiang;ÁãÏã;Huoxiang;Kuxinren;Shengma;Huangqi;Chishao;Baiji;Bailian;Gancao
P1023,Chansu;Banxia;Tiannanxin;ÓóÍ·
P1024,Caowu;ÂÌ¶¹·Û;Baijiaoxiang
P1025,Wuchuan;Caowu;Wubeizi;Naoyanghua;Dahuang;Xieyutan;Tiannanxin;Banxia;Baiji;Bailian;Danggui;Beimu;½ðYinhua;Baizhi
P1026,Qianghuo;Duhuo;Jingjie;Fangfeng;Huangbai;Baizhi;Chishao;Zhizi;Chuangong;Danggui;Xixin;Lianqiao;Mubiezi;Gancao;Sumu;Honghua;Xuanshen;Shengma;Songjie;Diyu;Baiji;°×ÜÍ;Banxia;Mugua;±¡ºÉ;Shengdihuang;°×¾Õ;Jiangxiang;ÖªÄ¸;Beimu;Jiangcan;Digupi;Kushen;Mahuang;²õÍÉ;Zaojia;Jiqiao;Baishu;ÔÆÆ¤;Huangqi;ÖíÜß;Zexie;Liuxi;Mutong;Liangjiang;Qingjiu;É½Ò©;Aiye;Buguzhi;ÅÚ½ª;Qianniuzi;Qilinxian;Kuxinren;Muzei;³µÇ°×Ó;Liujilu;Xuduan;Wuyao;Chenpi;»±»¨;Xiangfu;Sharen;Å£Ýò×Ó;Yuanzhi;Sanleng;Muxiang;ÌìÃÅ¶¬;Maidong;Shannai;Ü¾»¨;Daji;Husuibu;É½¶¹¸ù;Ê¯ÝÅÆÑ;Shengdihuang;Cangshu;Pixie;Huafen;Haitongpi;Qingpi;Ajiao;Jiegen;Huangqin;Dahuang;Jianghuang;Quanxie;Baifan;Xieyutan;Zisu;Qiandan;Ë®·Û
P1027,Muxiang;Wuchuan;Digupi;Qianghuo;Gancao;Baizhi;Bajiaohuixiang;Tiannanxin;±ÍÂé×Ó;Rougui;Badou;Xixin;Dahuang;Jingjie;Huanglian;Fangfeng;Kushen;Shengjiang;Éú´Ð;Gutongqian
