,Healthy01,Healthy02,Healthy03,Healthy04,Healthy05,Healthy06,Healthy07,Healthy08,Healthy09,Healthy10,Patients01,Patients02,Patients03,Patients04,Patients05,Patients06,Patients07,Patients08,Patients09,Patients10
GGB269_SGB376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB27106_SGB6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2731_SGB3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2732_SGB58358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2734_SGB3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB27377_SGB13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB28319_SGB40892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB28369_SGB40949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB28403_SGB40190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB28474_SGB41058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2848_SGB3813,0.01228,0.01834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238,0,0,0,0
GGB2945_SGB3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB29473_SGB42252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB29535_SGB36365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2958_SGB3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01162,0,0,0,0
GGB2970_SGB3952,0,0,0,0,0,0,0,0.02826,0,0,0,0,0,0,0,0,0,0,0,0
GGB2977_SGB3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08637,0,0,0,0
GGB2980_SGB3962,0,0,0,0,0,0,0.00541,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2983_SGB3965,0,0,0,0,0.01167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2987_SGB3969,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0
GGB2993_SGB3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2996_SGB3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2998_SGB3988,0,0,0,0,0,0,0,0.02257,0,0,0,0,0,0,0,0.00528,0.1281,0,0,0
GGB2998_SGB3989,0,0,0,0,0,0,0,0.05558,0,0,0,0,0,0,0,0,0,0,0,0
GGB2999_SGB3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3000_SGB3991,0.01437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3002_SGB3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3003_SGB3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3004_SGB3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3005_SGB3996,0,0.00786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3012_SGB4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3032_SGB4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3033_SGB4029,0,0,0,0,0,0,0,0,0,0,0.02585,0,0,0,0,0,0,0,0,0
GGB3034_SGB4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB30455_SGB72339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3057_SGB4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3061_SGB4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3095_SGB4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3102_SGB4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3109_SGB4119,0,0,0,0.00671,0,0.07806,0,0,0,0,0,0,0,0,0.11937,0,0,0,0,0
GGB3109_SGB4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3118_SGB4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB31234_SGB14869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3124_SGB4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3126_SGB4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3128_SGB4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3130_SGB4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3132_SGB4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3138_SGB4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3139_SGB4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3140_SGB4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3142_SGB4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3146_SGB4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB31460_SGB6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3160_SGB4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3167_SGB4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08332,0,0,0
GGB3169_SGB4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3175_SGB4191,0.0375,0,0,0,0,0,0,0,0,1.11484,0,0,0,0,0,0,0,0,0,0
GGB3176_SGB4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3189_SGB4212,0,0,0,0,0,0,0,0.13642,0,0,0,0,0,0,0,0,0,0,0,0
GGB3204_SGB13957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3204_SGB4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3226_SGB4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB32387_SGB47381,0,0,0,0,0,0,0.00749,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3256_SGB4303,0,0,0,0,0,0,0,0,0,1.87746,0,7.06905,0,2.93187,0,0,0,0,0,0
GGB3263_SGB4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3266_SGB4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3267_SGB4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3267_SGB4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3277_SGB4327,0,1.31717,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96342,0,0,0,0
GGB3278_SGB4328,0,0,0,0,0,0,0,0.40289,0,0,0,0,0.63407,0,0,0,0.00029,0,0,0
GGB3280_SGB4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3281_SGB4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3287_SGB4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3289_SGB4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB32900_SGB53446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3304_SGB4367,2.44414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3305_SGB4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3306_SGB4373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33085_SGB1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33085_SGB1672,0,0,0,0,0,0,0,1.92953,0,0,0,0,0,0,0,0,0,0,0,0
GGB33085_SGB1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3320_SGB4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3321_SGB4394,0,0.04088,0,0,0,0,0,0.09305,0,0,0,0,0.04811,0,0,0.25708,0,0,0,0
GGB3321_SGB4395,0,0,0,0,0,0,0,0.02132,0,0,0,0,0,0,0,0,0,0,0,0
GGB3321_SGB4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3325_SGB4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3328_SGB4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3340_SGB4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04625,0,0,0,0
GGB3341_SGB4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3343_SGB4423,0,0,0,0,0,0,0,0,0,0.41799,0,0,0,0,0,0,0,0,0,0
GGB3345_SGB9340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33469_SGB15236,0.36934,0,0,0,0.00687,0,0,0.08644,0,0,0,0,0,0,0,0.52206,0.08122,0,0,0
GGB33469_SGB15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33512_SGB15201,0,0,0,0,0,0,0,0,0,0,0.0212,0,0,0,0,0,0,0,0,0
GGB33512_SGB15202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33512_SGB15203,0,0,0,0,0,0,0,0,0,0,0.02046,0,0,0,0,0,0,0,0,0
GGB33544_SGB53490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33665_SGB47358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3385_SGB4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3385_SGB4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3385_SGB4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33896_SGB14872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB33928_SGB15225,0.13647,0.23895,0,0,0,0,0,0.0131,0,0,0,0,0,0,0,1.07681,0,0,0,0
GGB3400_SGB4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34228_SGB53814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34228_SGB72916,0.05565,0,0,0,0.00463,0,0,0.01049,0,0,0,0,0,0,0.99627,0,0,0,0,0
GGB3424_SGB4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34275_SGB56795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3429_SGB71704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3444_SGB4594,0.00517,0,0,0,0,0,0,0,0,0,0.00696,0,0,0.01512,0,0,0.00265,0,0,0
GGB3446_SGB4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34476_SGB65958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3463_SGB4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3478_SGB14857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34797_SGB14321,0.05642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3486_SGB4658,0,0,0,0,0.01878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3490_SGB4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB34900_SGB14891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3491_SGB4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3504_SGB4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB35068_SGB47850,0,0,0,0,0.0052,0,0,0,0.00244,0,0,0,0,0,0,0,0,0,0,0
GGB3510_SGB4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3511_SGB4688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3513_SGB4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0,0,0,0,0,0
GGB3523_SGB66046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3524_SGB4704,0,0,1.27139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3528_SGB4713,0,0,0,0,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3534_SGB4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742,0,0,0,0,0,0
GGB3537_SGB4727,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3538_SGB4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB35456_SGB66051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3548_SGB4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB35551_SGB53794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB35597_SGB49163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3569_SGB4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3570_SGB4777,0,0,0,0,0,0,0,0,0,0.02869,0,0,0,0,0,0,0,0,0,0
GGB35743_SGB53443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3576_SGB4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3579_SGB47659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3583_SGB4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3588_SGB4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3593_SGB4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3600_SGB4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3602_SGB4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3602_SGB66069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3612_SGB4882,0,0,0,0,0,0,0,0,0,1.22427,0,0,0,0,0,0,0,0,0,0
GGB3614_SGB4886,0,0,0,0,0,0,0,0.24319,0,0,0,0,0,0,0,0,0,0,0,0
GGB3616_SGB4888,0,0,0,0,0.12328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3616_SGB4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06927,0,0,0
GGB3619_SGB4894,0,0,0,0,0.00964,0,0,1.00435,0,0.01242,0,0,5.00E-04,0,0,0,0.00655,0,0,0
GGB3623_SGB4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3626_SGB4905,0,0,0,0,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,0
GGB36267_SGB14177,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0
GGB3627_SGB4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3632_SGB4921,0.36487,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0
GGB3637_SGB4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3653_SGB4964,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0.01204,0,0,0,0
GGB36599_SGB9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3677_SGB4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3678_SGB4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB37167_SGB62963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3730_SGB5060,0,0,0,0,0.01715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3733_SGB5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB37379_SGB2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3746_SGB5089,0,0.02374,0,0.21667,0,0.64282,0.77161,0,1.74977,1.5768,0.54484,0,0,0,0,0,0,0.00733,0,0
GGB37557_SGB56495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB37878_SGB47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3815_SGB5180,0.07534,0,0,0,0,0,0,0.03174,0,0,0,0,0,0,0,0,0,0,0,0
GGB3817_SGB5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01666,0,0,0,0,0,0
GGB3818_SGB5183,0,0,0,0,0,0.01664,0,0,0,0,0.00834,0.03413,0,0,0.26281,0,0.2359,0,0,0
GGB3819_SGB5184,0,0.05531,0,0.46657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3862_SGB5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB38716_SGB14237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB38744_SGB14842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB38873_SGB47522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB3892_SGB5290,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB39037_SGB4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB40351_SGB14301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB41458_SGB58520,0.02808,0,0,0,0,0,0,0.00322,0,5.00E-04,0,0,0,0,0,0.01239,0,0.15765,0,0
GGB42184_SGB59334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB42378_SGB59548,0,0,0,0,0,0,0,0.00647,0,0,0,0,0,0,0,0,0,0,0,0
GGB42389_SGB59559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4243_SGB5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4247_SGB5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4248_SGB5746,0.75223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4250_SGB5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4251_SGB5752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4254_SGB5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4255_SGB53440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4255_SGB5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4257_SGB5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4263_SGB5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB42639_SGB59836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4266_SGB5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB42689_SGB59892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4269_SGB5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4271_SGB5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4272_SGB5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB42994_SGB4746,0,0,0.09456,0.0755,0,0.25296,0,0,0,0,0,0,0,0,0.85178,0,0.30672,0,0,0
GGB4312_SGB5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4379_SGB6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4381_SGB47248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4386_SGB6036,0,0,1.80792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18364,0,0,0
GGB4400_SGB6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB44117_SGB1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4456_SGB6141,0,0,0,0.04492,0,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0.02625,0
GGB4487_SGB6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4533_SGB97508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4535_SGB6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4541_SGB6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4543_SGB6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45432_SGB63101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0
GGB4546_SGB6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4549_SGB6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45491_SGB63163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45495_SGB63167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45497_SGB63169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4550_SGB6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4550_SGB6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4554_SGB6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4558_SGB6289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4559_SGB6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45596_SGB63306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45599_SGB63311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB45620_SGB63333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4566_SGB6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4567_SGB6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4567_SGB6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4569_SGB6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4569_SGB6312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4570_SGB6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4578_SGB6328,0,0,0,0,0,0,0,0.02252,0,0.34135,0,0,0,0,0,0,0,0,0,0
GGB4579_SGB6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4580_SGB6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4584_SGB6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4585_SGB4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4586_SGB6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4587_SGB6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4588_SGB6347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4591_SGB6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4593_SGB6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4596_SGB6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4597_SGB6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4599_SGB6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4602_SGB6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4605_SGB6376,0,0,0,0,0,0,0,0,0,0,1.17894,0,0.15171,0,0,0,0,0,0,0
GGB4605_SGB6378,0,0,0,0,0,0,0,0,0,0,0,0,0.00826,0,0,0,0,0,0,0
GGB4611_SGB6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4638_SGB6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4642_SGB6421,0,0,0,0,0,0,0,0.06029,0,0,0,0,0,0,0,0,0,0,0,0
GGB4642_SGB6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4643_SGB6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4644_SGB6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4644_SGB6430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4651_SGB6438,0,0,0,0,0,0,0,0,0,0.77071,0,0,0,0,0,0,0,0,0,0
GGB4653_SGB6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4657_SGB6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4658_SGB6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
